Name, State, E1, E2, E3, E4, E5, E6
Minneapolis College of Art and Design,MN,,,,
Minneapolis Community and Technical College,MN,,,,
Minnesota State College Southeast,MN,,,,
Minnesota State Colleges and Universities System Office,MN,,,,
Minnesota State Community and Technical College,MN,,,,
Minnesota State University Moorhead,MN,,,,
Minnesota State University-Mankato,MN,,,,
Minnesota West Community and Technical College,MN,,,,
Minot State University,ND,steve.shirley@minotstateu.edu,,,
MiraCosta College,CA,scooke@miracosta.edu,,,
Mirrer Yeshiva Cent Institute,NY,president@yu.edu,,,
Misericordia University,PA,kowens@misericordia.edu,drehm@misericordia.edu,,
Missio Theological Seminary,PA,,,,
Mission College,CA,daniel.peck@wvm.edu,omar.murillo@wvm.edu,,
Mississippi College,MS,,,,
Mississippi Community College Board,MS,,,,
Mississippi Delta Community College,MS,,,,
Mississippi Gulf Coast Community College,MS,,,,
Mississippi State University,MS,president@msstate.edu,provost@msstate.edu,,
Mississippi University for Women,MS,,studentaffairs@muw.edu,,kgclay@muw.edu
Mississippi Valley State University,MS,,,,
Missouri Baptist University,MO,,Bryce.Chapman@mobap.edu,lauren.repp@mobap.edu,
Missouri Southern State University,MO,vangalen-d@mssu.edu,Fullerton-D@mssu.edu,,
Missouri State University-Springfield,MO,President@MissouriState.edu,studentaffairs@missouristate.edu,,RMDockery@MissouriState.edu
Missouri State University-West Plains,MO,,,,
Missouri University of Science and Technology,MO,,kdrowne@mst.edu,,
Missouri Valley College,MO,schulteb@moval.edu,bartholomewd@moval.edu,,
Missouri Western State University,MO,wilson@missouriwestern.edu,slmeyer@missouriwestern.edu,,
Mitchell College,CT,traini_k@mitchell.edu,,,
Mitchell Community College,NC,tbrewer@mitchellcc.edu,pbrannon@mitchellcc.edu,,
Mitchell Hamline School of Law,MN,anthony.niedwiecki @mitchellhamline.edu,kate.kruse @mitchellhamline.edu,,
Mitchell Technical Institute,SD,mark.wilson@mitchelltech.edu,John.Heemstra@mitchelltech.edu,,
Moberly Area Community College,MO,,,,
Modesto Junior College,CA,HoupisJ@mjc.edu,,garciae@yosemite.edu,
Mohave Community College,AZ,,,,
Mohawk Valley Community College,NY,,,,
Molloy College,NY,jlentini@molloy.edu,,,
Monmouth College,IL,cwyatt@monmouthcollege.edu,rmarshall@monmouthcollege.edu,,
Monmouth University,NJ,president@monmouth.edu,mnagy@monmouth.edu,,jochrist@monmouth.edu
Monroe College,NY,mjerome@monroecollege.edu,,,
Monroe Community College,NY,presoffice@monroecc.edu,awade13@monroecc.edu,,
Monroe County Community College,MI,Mail Icon kquartey@monroeccc.edu,Mail Icon swetzel@monroeccc.edu,,
Montana Bible College,MT,ryan.ward@montanabiblecollege.edu,,,
Montana State University,MT,president_cruzado@montana.edu,vpadmin@montana.edu,,kellie.peterson@montana.edu
Montana State University Billings,MT,,,,
Montana State University-Northern,MT,,,,
Montana Technological University,MT,,sgammon@mtech.edu,,
Montcalm Community College,MI,stacy.young@montcalm.edu,robs@montcalm.edu,brandyb@montcalm.edu,
Montclair State University,NJ,askpresident@montclair.edu,,,
Montefiore School of Nursing,NY,,,,
Monterey Peninsula College,CA,,,,
Montgomery College,MD,president@montgomerycollege.edu,rita.dodson@montgomerycollege.edu,,
Montgomery Community College,NC,,,,
Montgomery County Community College,PA,,,,
Montreat College,NC,president@montreat.edu,daniel.bennett@montreat.edu,,
Montserrat College of Art,MA,,,,
Moody Bible Institute,IL,,,,
Moore College of Art and Design,PA,,,,
Moorpark College,CA,JSokenu@vcccd.edu,AGebru@vcccd.edu,,
Moraine Park Technical College,WI,bbaerwald@morainepark.edu,jbarrett8@morainepark.edu,,
Moraine Valley Community College,IL,,haney@morainevalley.edu,,
Moravian College,PA,,kossoc@moravian.edu,,
Morehead State University,KY,,g.russell@moreheadstate.edu,,
Morehouse College,GA,,maurice.washington@morehouse.edu,,
Morehouse School of Medicine,GA,vmrice@msm.edu,,,
Moreno Valley College,CA,,,,
Morgan Community College,CO,curt.freed@morgancc.edu,scott.scholes@morgancc.edu,,
Morgan State University,MD,david.wilson@morgan.edu,lesia.young@morgan.edu,,sherita.harrison@morgan.edu
Morningside College,IA,reynders@morningside.edu,,,
Morris College,SC,,,,
Morrison Institute of Technology,IL,cdscott@morrisontech.edu,sconnelly@morrisontech.edu,,
Morton College,IL,,Frank.marzullo@morton.edu,,
Motlow State Community College,TN,mtorrence@mscc.edu,mthompson1@mscc.edu,,
Mott Community College,MI,Melody.Bartholomew@mcc.edu,Melody.Bartholomew@mcc.edu,,
Mount Aloysius College,PA,jmckeegan@mtaloy.edu,pireland@mtaloy.edu,,
Mount Angel Seminary,OR,,,,
Mount Carmel College of Nursing,OH,,,,
Mount Holyoke College,MA,kwilliamson3@mccn.edu,,,
Mount Marty College,SD,,barbara.rezac@mtmc.edu,,
Mount Mary University,WI,,,,
Mount Mercy University,IA,,,,
Mount Saint Joseph University,OH,president@msj.edu,diana.davis@msj.edu,,
Mount Saint Mary College,NY,barbara.connolly@msmc.edu,,,
Mount Saint Mary's University,CA,president@msmary.edu,dmartin@msmu.edu,,
Mount St. Mary's University,MD,,,,
Mount Vernon Nazarene University,OH,Henry.Spaulding@mvnu.edu,Tracy.Waal@mvnu.edu,,
Mount Wachusett Community College,MA,,studentservices@mwcc.mass.edu,,
Mountain Empire Community College,VA,kwestover@mecc.edu,vratliff@mecc.edu,,
Mountain State College,WV,,,,
Mountain View College,TX,,,,
Mountwest Community and Technical College,WV,sanders@mctc.edu,,,
Mt Hood Community College,OR,ourmhcc@mhcc.edu,,,
Mt San Antonio College,CA,kaljumagi@msac-fa.org,jsholars@earthlink.net,,
Mt San Jacinto Community College District,CA,,,,
Mt Sierra College,CA,wduncan @ sierracollege.edu,mdavies @ sierracollege.edu,,
MTI College,CA,,,,
Muhlenberg College,PA,president@muhlenberg.edu,,,
Multnomah University,OR,,tedallen @multnomah.edu,alinvrancila @multnomah.edu,
Murray State College,OK,acaskey@mscok.edu,rpervine@murraystate.edu,,
Murray State University,KY,ccoleman@murraystate.edu,ccrump@murraystate.edu,rmiller47@murraystate.edu,
Musicians Institute,CA,,,,
Muskegon Community College,MI,,,,
Muskingum University,OH,hasseler@muskingum.edu,,,
MyComputerCareer.edu-Columbus,OH,,,,
Myotherapy Institute,NE,,,,
Napa Valley College,CA,,ODeharo@napavalley.edu,,
Naropa University,CO,Naropa University,rsmith@naropa.edu,,
Nash Community College,NC,,,,
Nashotah House,WI,,ganderson@nashotah.edu,,
Nashua Community College,NH,ljordan@ccsnh.edu,lgonzalez@ccsnh.edu,,
Nashville State Community College,TN,Shanna.Jackson@nscc.edu,mary.cross@nscc.edu,,
Nassau Community College,NY,Jermaine.Williams@ncc.edu,Maria.Conzatti@ncc.edu,,
National American University-Albuquerque West,NM,,,,
National American University-Austin,TX,,,,
National American University-Bellevue,NE,,,,
National American University-Career Point College Teachout Site,TX,,,,
National American University-Centennial,CO,,,,
National American University-Colorado Springs South,CO,,,,
National American University-Ellsworth AFB Extension,SD,,,,
National American University-Garden City,KS,,,,
National American University-Georgetown,TX,,,,
National American University-Harold D. Buckingham Graduate School,SD,,,,
National American University-Independence,MO,,,,
National American University-Indianapolis,IN,,,,
National American University-Killeen,TX,,,,
National American University-Kings Bay,GA,,,,
National American University-Mesquite,TX,,,,
National American University-Overland Park,KS,,,,
National American University-Rapid City,SD,,,,
National American University-Richardson,TX,,,,
National American University-Rochester,MN,,,,
National American University-Roseville,MN,,,,
National American University-Sioux Falls,SD,,,,
National American University-Tulsa,OK,,,,
National American University-Wichita,KS,,,,
National Career College,CA,,,,
National Career Education,CA,,,,
National College-Nashville,TN,,,,
National Louis University,IL,,,,
National Paralegal College,AZ,,,,
National Park College,AR,,,,
National Polytechnic College,CA,,,,
National University,CA,,,,
National University of Health Sciences,IL,,,,
National University of Natural Medicine,OR,,,,
Naugatuck Valley Community College,CT,,,,
Navajo Technical University,NM,,,,
Naval Postgraduate School,CA,,,,
Navarro College,TX,,,,
Nazarene Bible College,CO,,,,
Nazarene Theological Seminary,MO,,,,
Nazareth College,NY,,,,
Nebraska Christian College of Hope International University,NE,,,,
Nebraska College of Technical Agriculture,NE,,,,
Nebraska Indian Community College,NE,,,,
Nebraska Methodist College of Nursing & Allied Health,NE,,,,
Nebraska Wesleyan University,NE,,,,
Neosho County Community College,KS,,,,
Ner Israel Rabbinical College,MD,,,,
Neumann University,PA,,,,
Neumont College of Computer Science,UT,,,,
Nevada Career Institute,NV,,,,
Nevada State College,NV,,,,
Nevada System of Higher Education-System Office,NV,,,,
New Brunswick Theological Seminary,NJ,,,,
New Castle School of Trades,PA,,,,
New College of Florida,FL,,,,
New England College,NH,,,,
New England College of Business and Finance,MA,,,,
New England College of Optometry,MA,,,,
New England Culinary Institute,VT,,,,
New England Institute of Technology,RI,,,,
New England Law-Boston,MA,,,,
New Hampshire Institute of Art,NH,,,,
New Hope Christian College-Eugene,OR,,,,
New Jersey City University,NJ,,,,
New Jersey Institute of Technology,NJ,,,,
New Mexico Highlands University,NM,,,,
New Mexico Institute of Mining and Technology,NM,,,,
New Mexico Junior College,NM,,,,
New Mexico Military Institute,NM,,,,
New Mexico State University-Alamogordo,NM,,,,
New Mexico State University-Carlsbad,NM,,,,
New Mexico State University-Dona Ana,NM,,,,
New Mexico State University-Grants,NM,,,,
New Mexico State University-Main Campus,NM,,,,
New Orleans Baptist Theological Seminary,LA,,,,
New River Community and Technical College,WV,,,,
New River Community College,VA,,,,
New Saint Andrews College,ID,,,,
New York Academy of Art,NY,dkratz@nyaa.edu,pdrake@nyaa.edu,,
New York Automotive and Diesel Institute,NY,,,,
New York Chiropractic College,NY,,,,
New York College of Health Professions,NY,,,,
New York College of Podiatric Medicine,NY,,,,
New York College of Traditional Chinese Medicine,NY,,,,
New York Conservatory for Dramatic Arts,NY,,,,
New York Film Academy,CA,,,,
New York Institute of Technology,NY,president@nyit.edu,provost@nyit.edu,,
New York Law School,NY,,,,
New York Medical College,NY,,,,
New York School for Medical and Dental Assistants,NY,,,,
New York School of Interior Design,NY,,,,
New York Seminary,NY,,,,
New York Theological Seminary,NY,,,,
New York University,NY,andrew.hamilton@nyu.edu,provost@nyu.edu,,terrance.nolan@nyu.edu
Newberry College,SC,,,,
Newbury College,MA,,,,
Newman University,KS,,,,
Newschool of Architecture and Design,CA,,,,
NHTI-Concord's Community College,NH,,,,
Niagara County Community College,NY,,,,
Niagara University,NY,,,,
Nicholls State University,LA,,,,
Nichols College,MA,,,,
Nicolet Area Technical College,WI,,,,
Nightingale College,UT,,,,
Norco College,CA,,,,
Norfolk State University,VA,,,,
Normandale Community College,MN,,,,
North American University,TX,,,,
North Arkansas College,AR,,,,
North Carolina A & T State University,NC,,,,
North Carolina Central University,NC,,,,
North Carolina State University at Raleigh,NC,l: pjteal@ncsu.edu,provost-communications@ncsu.edu,,
North Carolina Wesleyan College,NC,,,,
North Central College,IL,,,,
North Central Institute,TN,,,,
North Central Kansas Technical College,KS,,,,
North Central Michigan College,MI,,,,
North Central Missouri College,MO,,,,
North Central State College,OH,,,,
North Central Texas College,TX,,,,
North Central University,MN,,,,
North Country Community College,NY,,,,
North Dakota State College of Science,ND,,,,
North Dakota State University-Main Campus,ND,,,,
North Florida College,FL,,,,
North Georgia Technical College,GA,,,,
North Greenville University,SC,,,,
North Hennepin Community College,MN,,,,
North Idaho College,ID,,,,
North Iowa Area Community College,IA,,,,
North Lake College,TX,,,,
North Orange County Community College District,CA,,,,
North Park University,IL,,,,
North Seattle College,WA,,,,
North Shore Community College,MA,,,,
North-West College-West Covina,CA,,,,
Northampton County Area Community College,PA,,,,
Northcentral Technical College,WI,,,,
Northcentral University,CA,,,,
Northeast Alabama Community College,AL,,,,
Northeast Community College,NE,,,,
Northeast Iowa Community College,IA,,,,
Northeast Lakeview College,TX,,,,
Northeast Mississippi Community College,MS,,,,
Northeast Ohio Medical University,OH,,,,
Northeast State Community College,TN,,,,
Northeast Texas Community College,TX,,,,
Northeast Wisconsin Technical College,WI,,,,
Northeastern Illinois University,IL,,,,
Northeastern Junior College,CO,,,,
Northeastern Oklahoma A&M College,OK,,,,
Northeastern Seminary,NY,,,,
Northeastern State University,OK,,,,
Northeastern Technical College,SC,,,,
Northeastern University,MA,s.cromwell@northeastern.edu,d.madigan@northeastern.edu,,
Northeastern University Lifelong Learning Network,MA,,,,
Northern Arizona University,AZ,,,,
Northern Baptist Theological Seminary,IL,,,,
Northern Essex Community College,MA,,,,
Northern Illinois University,IL,,,,
Northern Kentucky University,KY,,,,
Northern Maine Community College,ME,,,,
Northern Michigan University,MI,,,,
Northern New Mexico College,NM,,,,
Northern Oklahoma College,OK,,,,
Northern State University,SD,,,,
Northern Vermont University,VT,,,,
Northern Virginia Community College,VA,,,,
Northern Wyoming Community College District,WY,,,,
Northland College,WI,,,,
Northland Community and Technical College,MN,,,,
Northland Pioneer College,AZ,,,,
Northpoint Bible College,MA,,,,
Northshore Technical Community College,LA,,,,
NorthWest Arkansas Community College,AR,,,,
Northwest Career College,NV,,,,
Northwest Christian University,OR,,,,
Northwest College,WY,,,,
Northwest College of Art & Design,WA,,,,
Northwest Florida State College,FL,,,,
Northwest Indian College,WA,,,,
Northwest Iowa Community College,IA,,,,
Northwest Kansas Technical College,KS,,,,
Northwest Louisiana Technical College,LA,,,,
Northwest Mississippi Community College,MS,,,,
Northwest Missouri State University,MO,,,,
Northwest Nazarene University,ID,,,,
Northwest School of Wooden Boat Building,WA,,,,
Northwest State Community College,OH,,,,
Northwest Technical College,MN,,,,
Northwest University,WA,,,,
Northwest University-College of Adult and Professional Studies,WA,,,,
Northwest Vista College,TX,,,,
Northwest-Shoals Community College,AL,,,,
Northwestern College,IA,,,,
Northwestern College,IL,,,,
Northwestern Connecticut Community College,CT,,,,
Northwestern Health Sciences University,MN,,,,
Northwestern Michigan College,MI,,,,
Northwestern Oklahoma State University,OK,,,,
Northwestern Polytechnic University,CA,,,,
Northwestern State University of Louisiana,LA,,,,
Northwestern University,IL,nu-president@northwestern.edu,nu-provost@northwestern.edu,,intoff@northwestern.edu
Northwood University,MI,,,,
Norwalk Community College,CT,,,,
Norwich University,VT,,,,
Nossi College of Art,TN,,,,
Notre Dame College,OH,,,,
Notre Dame de Namur University,CA,,,,
Notre Dame of Maryland University,MD,,,,
Nova Southeastern University,FL,,,,
Nueta Hidatsa Sahnish College,ND,,,,
Nunez Community College,LA,,,,
Nyack College,NY,,,,
Oak Hills Christian College,MN,,,,
Oakland City University,IN,,,,
Oakland Community College,MI,,,,
Oakland University,MI,,,,
Oakton Community College,IL,,,,
Oakwood University,AL,,,,
Oberlin College,OH,,,,
Oblate School of Theology,TX,,,,
Occidental College,CA,,,,
Ocean County College,NJ,,,,
Oconee Fall Line Technical College,GA,,,,
Odessa College,TX,,,,
Ogeechee Technical College,GA,,,,
Oglala Lakota College,SD,,,,
Oglethorpe University,GA,,,,
Ohel Margulia Seminary,NY,,,,
Ohio Business College-Sandusky,OH,,,,
Ohio Business College-Sheffield,OH,,,,
Ohio Christian University,OH,,,,
Ohio Dominican University,OH,,,,
Ohio Medical Career College,OH,,,,
Ohio Northern University,OH,,,,
Ohio State University Agricultural Technical Institute,OH,,,,
Ohio State University-Lima Campus,OH,,,,
Ohio State University-Main Campus,OH,ADMIN-OSUOfficeofthePresident@osu.edu,mcpheron.24@osu.edu,,
Ohio State University-Mansfield Campus,OH,,,,
Ohio State University-Marion Campus,OH,,,,
Ohio State University-Newark Campus,OH,,,,
Ohio Technical College,OH,,,,
Ohio University-Chillicothe Campus,OH,,,,
Ohio University-Eastern Campus,OH,,,,
Ohio University-Lancaster Campus,OH,,,,
Ohio University-Main Campus,OH,president@ohio.edu.,,,
Ohio University-Southern Campus,OH,,,,
Ohio University-Zanesville Campus,OH,,,,
Ohio Valley College of Technology,OH,,,,
Ohio Valley University,WV,,,,
Ohio Wesleyan University,OH,,,,
Ohlone College,CA,,,,
Ohr Hameir Theological Seminary,NY,,,,
Oikos University,CA,,,,
Oklahoma Baptist University,OK,,,,
Oklahoma Christian University,OK,,,,
Oklahoma City Community College,OK,,,,
Oklahoma City University,OK,,,,
Oklahoma Panhandle State University,OK,,,,
Oklahoma State University Center for Health Sciences,OK,,,,
Oklahoma State University Institute of Technology,OK,,,,
Oklahoma State University-Main Campus,OK,claudette.butcher@okstate.edu.,gary.sandefur@okstate.edu,,
Oklahoma State University-Oklahoma City,OK,,,,
Oklahoma Technical College,OK,,,,
Oklahoma Wesleyan University,OK,,,,
Old Dominion University,VA,,,,
Olivet College,MI,,,,
Olivet Nazarene University,IL,,,,
Olney Central College,IL,,,,
Olympic College,WA,,,,
Omega Graduate School,TN,,,,
Onondaga Community College,NY,,,,
Oral Roberts University,OK,,,,
Orange Coast College,CA,,,,
Orange County Community College,NY,,,,
Orangeburg Calhoun Technical College,SC,,,,
Oregon Coast Community College,OR,,,,
Oregon College of Art and Craft,OR,,,,
Oregon College of Oriental Medicine,OR,,,,
Oregon Health & Science University,OR,,,,
Oregon Institute of Technology,OR,,,,
Oregon State University,OR,,,,
Oregon State University-Cascades Campus,OR,,,,
Orleans Technical College,PA,,,,
Otero Junior College,CO,,,,
Otis College of Art and Design,CA,,,,
Ottawa University-Kansas City,KS,,,,
Ottawa University-Milwaukee,WI,,,,
Ottawa University-Online,KS,,,,
Ottawa University-Ottawa,KS,,,,
Ottawa University-Phoenix,AZ,,,,
Ottawa University-Surprise,AZ,,,,
Otterbein University,OH,,,,
Ouachita Baptist University,AR,,,,
Our Lady of the Lake University,TX,,,,
Owens Community College,OH,,,,
Owensboro Community and Technical College,KY,,,,
Oxnard College,CA,,,,
Ozark Christian College,MO,,,,
Ozarka College,AR,,,,
Ozarks Technical Community College,MO,,,,
Pace University,NY,,,,
Pacific Bible College,OR,,,,
Pacific College,CA,,,,
Pacific College of Health Science-Chicago,IL,,,,
Pacific College of Oriental Medicine-New York,NY,,,,
Pacific College of Oriental Medicine-San Diego,CA,,,,
Pacific Lutheran University,WA,,,,
Pacific Northwest College of Art,OR,,,,
Pacific Northwest University of Health Sciences,WA,,,,
Pacific Oaks College,CA,,,,
Pacific Rim Christian University,HI,,,,
Pacific School of Religion,CA,,,,
Pacific States University,CA,,,,
Pacific Union College,CA,,,,
Pacific University,OR,,,,
Pacifica Graduate Institute,CA,,,,
Paier College of Art Inc,CT,,,,
Paine College,GA,,,,
Palm Beach Atlantic University,FL,,,,
Palm Beach State College,FL,,,,
Palmer College of Chiropractic,IA,,,,
Palo Alto College,TX,,,,
Palo Alto University,CA,,,,
Palo Verde College,CA,,,,
Palomar College,CA,,,,
Pamlico Community College,NC,,,,
Panola College,TX,,,,
Paradise Valley Community College,AZ,,,,
Pardee RAND Graduate School,CA,,,,
Paris Junior College,TX,,,,
Park University,MO,,,,
Parker University,TX,,,,
Parkland College,IL,,,,
Pasadena City College,CA,,,,
Pasco-Hernando State College,FL,,,,
Passaic County Community College,NJ,,,,
Patrick Henry College,VA,,,,
Patrick Henry Community College,VA,,,,
Paul D Camp Community College,VA,,,,
Paul Quinn College,TX,,,,
Paul Smiths College of Arts and Science,NY,,,,
Payne Theological Seminary,OH,,,,
PCI College,CA,,,,
Pearl River Community College,MS,,,,
Peirce College,PA,,,,
Pellissippi State Community College,TN,,,,
Peloton College,TX,,,,
Peninsula College,WA,,,,
Penn Commercial Business/Technical School,PA,,,,
Pennco Tech-Bristol,PA,,,,
Pennsylvania Academy of the Fine Arts,PA,,,,
Pennsylvania College of Art and Design,PA,,,,
Pennsylvania College of Health Sciences,PA,,,,
Pennsylvania College of Technology,PA,,,,
Pennsylvania Highlands Community College,PA,,,,
Pennsylvania Institute of Health and Technology,PA,,,,
Pennsylvania Institute of Technology,PA,,,,
Pennsylvania State System of Higher Education-Central Office,PA,,,,
Pennsylvania State University-College of Medicine,PA,,,,
Pennsylvania State University-Dickinson Law,PA,,,,
Pennsylvania State University-Main Campus,PA,,,,
Pennsylvania State University-Penn State Abington,PA,,,,
Pennsylvania State University-Penn State Altoona,PA,,,,
Pennsylvania State University-Penn State Beaver,PA,,,,
Pennsylvania State University-Penn State Berks,PA,,,,
Pennsylvania State University-Penn State Brandywine,PA,,,,
Pennsylvania State University-Penn State DuBois,PA,,,,
Pennsylvania State University-Penn State Erie-Behrend College,PA,,,,
Pennsylvania State University-Penn State Fayette- Eberly,PA,,,,
Pennsylvania State University-Penn State Great Valley,PA,,,,
Pennsylvania State University-Penn State Greater Allegheny,PA,,,,
Pennsylvania State University-Penn State Harrisburg,PA,,,,
Pennsylvania State University-Penn State Hazleton,PA,,,,
Pennsylvania State University-Penn State Lehigh Valley,PA,,,,
Pennsylvania State University-Penn State Mont Alto,PA,,,,
Pennsylvania State University-Penn State New Kensington,PA,,,,
Pennsylvania State University-Penn State Schuylkill,PA,,,,
Pennsylvania State University-Penn State Scranton,PA,,,,
Pennsylvania State University-Penn State Shenango,PA,,,,
Pennsylvania State University-Penn State Wilkes-Barre,PA,,,,
Pennsylvania State University-Penn State York,PA,,,,
Pennsylvania State University-World Campus,PA,,,,
Pensacola State College,FL,,,,
Pentecostal Theological Seminary,TN,,,,
Pepperdine University,CA,,,,
Peralta Community College System Office,CA,,,,
Perry Technical Institute,WA,,,,
Peru State College,NE,,,,
Pfeiffer University,NC,,,,
Philadelphia College of Osteopathic Medicine,PA,,,,
Philander Smith College,AR,,,,
Phillips Community College of the University of Arkansas,AR,,,,
Phillips School of Nursing at Mount Sinai Beth Israel,NY,,,,
Phillips Theological Seminary,OK,,,,
Phoenix College,AZ,,,,
Phoenix Institute of Herbal Medicine & Acupuncture,AZ,,,,
Phoenix Seminary,AZ,,,,
Piedmont College,GA,,,,
Piedmont Community College,NC,,,,
Piedmont International University,NC,,,,
Piedmont Technical College,SC,,,,
Piedmont Virginia Community College,VA,,,,
Pierce College-Fort Steilacoom,WA,,,,
Pierce College-Puyallup,WA,,,,
Pierpont Community and Technical College,WV,,,,
Pikes Peak Community College,CO,,,,
Pillar College,NJ,,,,
Pima Community College,AZ,,,,
Pima Medical Institute-Albuquerque,NM,,,,
Pima Medical Institute-Aurora,CO,,,,
Pima Medical Institute-Chula Vista,CA,,,,
Pima Medical Institute-Colorado Springs,CO,,,,
Pima Medical Institute-Denver,CO,,,,
Pima Medical Institute-Dillon,MT,,,,
Pima Medical Institute-East Valley,AZ,,,,
Pima Medical Institute-El Paso,TX,,,,
Pima Medical Institute-Houston,TX,,,,
Pima Medical Institute-Las Vegas,NV,,,,
Pima Medical Institute-Mesa,AZ,,,,
Pima Medical Institute-Phoenix,AZ,,,,
Pima Medical Institute-Renton,WA,,,,
Pima Medical Institute-San Marcos,CA,,,,
Pima Medical Institute-Seattle,WA,,,,
Pima Medical Institute-Tucson,AZ,,,,
Pine Manor College,MA,,,,
Pine Technical & Community College,MN,,,,
Pinnacle Career Institute-North Kansas City,MO,,,,
Pinnacle Career Institute-South Kansas City,MO,,,,
Pioneer Pacific College,OR,,,,
PITC Institute,PA,,,,
Pitt Community College,NC,,,,
Pittsburg State University,KS,,,,
Pittsburgh Career Institute,PA,,,,
Pittsburgh Institute of Aeronautics,PA,,,,
Pittsburgh Institute of Mortuary Science Inc,PA,,,,
Pittsburgh Technical College,PA,,,,
Pittsburgh Theological Seminary,PA,,,,
Pitzer College,CA,,,,
Platt College,OK,,,,
Platt College-Anaheim,CA,,,,
Platt College-Aurora,CO,,,,
Platt College-Berks Technical Institute,PA,,,,
Platt College-Los Angeles,CA,,,,
Platt College-McCann-Allentown,PA,,,,
Platt College-McCann-Lewisburg,PA,,,,
Platt College-McCann-Monroe,LA,,,,
Platt College-Miller-Motte Technical-Augusta,GA,,,,
Platt College-Miller-Motte Technical-Charleston,SC,,,,
Platt College-Miller-Motte Technical-Chattanooga,TN,,,,
Platt College-Miller-Motte Technical-Columbus,GA,,,,
Platt College-Miller-Motte Technical-Conway,SC,,,,
Platt College-Miller-Motte Technical-Macon,GA,,,,
Platt College-Miller-Motte-Cary,NC,,,,
Platt College-Miller-Motte-Fayetteville,NC,,,,
Platt College-Miller-Motte-Jacksonville,NC,,,,
Platt College-Miller-Motte-Raleigh,NC,,,,
Platt College-Miller-Motte-Wilmington,NC,,,,
Platt College-Moore,OK,,,,
Platt College-OKC-Memorial,OK,,,,
Platt College-Ontario,CA,,,,
Platt College-Riverside,CA,,,,
Platt College-San Diego,CA,,,,
Plaza College,NY,,,,
Plymouth State University,NH,,,,
Point Loma Nazarene University,CA,,,,
Point Park University,PA,,,,
Point University,GA,,,,
Polk State College,FL,,,,
Polytechnic University of Puerto Rico-Miami,FL,,,,
Polytechnic University of Puerto Rico-Orlando,FL,,,,
Pomeroy College of Nursing at Crouse Hospital,NY,,,,
Pomona College,CA,,,,
Ponce Health Sciences University-St Louis,MO,,,,
Pontifical College Josephinum,OH,,,,
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,DC,,,,
Pontifical John Paul II Institute for Studies on Marriage and Family,DC,,,,
Pope St John XXIII National Seminary,MA,,,,
Porterville College,CA,,,,
Portland Community College,OR,,,,
Portland State University,OR,,,,
Post University,CT,,,,
Potomac State College of West Virginia University,WV,,,,
Prairie State College,IL,,,,
Prairie View A & M University,TX,,,,
Pratt Community College,KS,,,,
Pratt Institute-Main,NY,,,,
Premiere International College,FL,,,,
Presbyterian College,SC,,,,
Presbyterian Theological Seminary in America,CA,,,,
Prescott College,AZ,,,,
Presentation College,SD,,,,
Presidio Graduate School,CA,,,,
Prince George's Community College,MD,,,,
Princeton Theological Seminary,NJ,,,,
Princeton University,NJ,,,,
Principia College,IL,,,,
Professional Golfers Career College,CA,,,,
Professional Hands Institute,FL,,,,
Professional Skills Institute,OH,,,,
Providence Christian College,CA,,,,
Providence College,RI,,,,
Provo College,UT,,,,
Pueblo Community College,CO,,,,
Purdue University Fort Wayne,IN,,,,
Purdue University Global,IN,,,,
Purdue University Global-Augusta,ME,,,,
Purdue University Global-Cedar Falls,IA,,,,
Purdue University Global-Cedar Rapids,IA,,,,
Purdue University Global-Davenport,IA,,,,
Purdue University Global-Des Moines,IA,,,,
Purdue University Global-Hagerstown,MD,,,,
Purdue University Global-Lewiston,ME,,,,
Purdue University Global-Lincoln,NE,,,,
Purdue University Global-Mason City,IA,,,,
Purdue University Global-Milwaukee,WI,,,,
Purdue University Global-Omaha,NE,,,,
Purdue University Global-St. Louis,MO,,,,
Purdue University Northwest,IN,,,,
Purdue University-Main Campus,IN,president@purdue.edu,,,
Queens University of Charlotte,NC,,,,
Quest College,TX,,,,
Quincy College,MA,,,,
Quincy University,IL,,,,
Quinebaug Valley Community College,CT,,,,
Quinnipiac University,CT,,,,
Quinsigamond Community College,MA,,,,
Rabbi Jacob Joseph School,NJ,,,,
Rabbinical Academy Mesivta Rabbi Chaim Berlin,NY,,,,
Rabbinical College Beth Shraga,NY,,,,
Rabbinical College Bobover Yeshiva Bnei Zion,NY,,,,
Rabbinical College of America,NJ,,,,
Rabbinical College of Long Island,NY,,,,
Rabbinical College of Ohr Shimon Yisroel,NY,,,,
Rabbinical College Ohr Yisroel,NY,,,,
Rabbinical College Telshe,OH,,,,
Rabbinical Seminary of America,NY,,,,
Radford University,VA,,,,
Radford University-Carilion,VA,,,,
Radiological Technologies University VT,IN,,,,
Rainy River Community College,MN,,,,
Ramapo College of New Jersey,NJ,,,,
Rancho Santiago Community College District Office,CA,,,,
Randall University,OK,,,,
Randolph College,VA,,,,
Randolph Community College,NC,,,,
Randolph-Macon College,VA,,,,
Ranger College,TX,,,,
Ranken Technical College,MO,,,,
Rappahannock Community College,VA,,,,
Raritan Valley Community College,NJ,,,,
Rasmussen College-Florida,FL,,,,
Rasmussen College-Illinois,IL,,,,
Rasmussen College-Kansas,KS,,,,
Rasmussen College-Minnesota,MN,,,,
